Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
52152,MARCA,DIGITAL,EDICION,,
52153,76.589.218-K,2025-07-24,,,
52154,76.623.454-2,COMERCIAL,SAMA,SPA,2025-07-24
MESIAS,DI,GIOVANNI,,,
52155,76.651.853-2,2025-07-24,,,
SERVICIOS,GENERALES,E.,,,
52156,76.590.064-6,2025-07-24,,,
SILVA,E,HIJA,LTDA.,,
TEATRO,DE,OCASIÓN,,,
52157,76.264.477-0,PRODUCCIONES,Y,2025-07-24,
52158,76.527.239-4,J&C,Ingenieria,E.I.R.L.,2025-07-24
52159,76.608.455-9,2025-07-24,,,
52160,76.590.182-0,Cobian,Medical,SpA,2025-07-24
52161,76.857.260-7,768572607,2025-07-24,,
SOC,COM,E,INVERSIONES,,
52162,76.609.160-1,2025-07-24,,,
RIEGO,NUEVO,LTDA,,,
