Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.875.807-5,ORTOPEDIA,INFANTIL,2025-07-24,,,
43945,76.278.842-K,2025-07-24,,,,
CONTROL,DE,PLAGAS,,,,
43946,77.844.027-K,2025-07-24,,,,
43947,77.659.261-7,2025-07-24,,,,
43948,76.279.251-6,CONSTRUCCION,OBED,2025-07-24,,
43949,76.246.182-K,Merkén,Studios,Limitada,2025-07-24,
43950,77.845.032-1,BYS,SPA,2025-07-24,,
43951,77.876.225-0,JSB,CHILE,SPA,2025-07-24,
43952,76.251.828-7,multiservicios,talca,spa,2025-07-24,
43953,76.279.273-7,2025-07-24,,,,
43954,76.506.513-5,MARRIAGA,SPA,2025-07-24,,
