Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,,
71024,"ASESORIAS,",INVERSIONES,E,INMOBILIARIA,CFA,
71025,76.338.777-1,Inversiones,Guillermo,Bustamante,E.I.R.L,2025-07-24
71026,77.434.496-9,IF,TRAINING,SPA,2025-07-24,
71027,77.471.359-K,COMERCIAL,PRIMAFOOD,SPA,2025-07-24,
71028,77.626.388-5,IBARRA,PRODUCCIONES,SPA,2025-07-24,
71029,77.332.267-8,DOMI,INVERSIONES,SPA,2025-07-24,
71030,76.905.829-K,CARPINTERIA,Y,CONSTRUCCIONES,SPA,2025-07-24
71031,77.415.801-4,GALVEZ,CONSTRUCCION,SPA,2025-07-24,
71032,76.898.699-1,CARCLASS,CHILE,LIMITADA,2025-07-24,
TRANSPORTES,FELIPE,GARCIA,PENA,Y,LILLO,E.I.
71033,76.339.630-4,2025-07-24,,,,
71034,76.906.071-5,DENIALHOST,SPA,2025-07-24,,
71035,77.434.989-8,SOCIEDAD,GERTECH,SPA,2025-07-24,
