Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
76.632.388-K,PRODUCTOS,CHILE,2025-07-24,,,
103450,76.632.419-3,INDUMOTORA,ONE,SPA,2025-07-24,
ROPAL,INGENIERIA,Y,,,,
103451,76.633.162-9,CONSTRUCCION,2025-07-24,,,
103452,76.633.198-K,Comercializadora,Francia,2025-07-24,,
103453,76.633.358-3,2025-07-24,,,,
QUIÑONES,SUAZO,EIRL,,,,
TRANSPORTES,RUTA,DEL,,,,
103454,76.634.192-6,2025-07-24,,,,
103455,76.634.805-K,FACON,EIRL,2025-07-24,,
103456,76.635.771-7,2025-07-24,,,,
103457,76.636.166-8,2025-07-24,,,,
103458,76.636.477-2,PUBLICIDAD,ALEJANDRO,2025-07-24,,
ALVAREZ,RAPAPORT,E.I.,,,,
