Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,,,
77.409.600-0,TECNOERA,2025-07-24,,,,,
71943,77.477.331-2,SOCIEDAD,PAZ,INGENIERÍA,SPA,2025-07-24,
71944,76.382.168-4,TRANSPORTE,LUIS,DROGUETT,MEDINA,EIRL,2025-07-24
MARIO,CHAMORRO,FLORES,CONSULTORIAS,Y,,,
71945,76.935.820-K,2025-07-24,,,,,
71946,76.950.244-0,ACUIESTUDIOS,SPA,2025-07-24,,,
71947,77.477.924-8,CONSTRUCCIONES,KDL,SPA,2025-07-24,,
71948,76.759.840-8,INGENIERIA,Y,SERVICIOS,LIMITADA,2025-07-24,
DESARROLLOS,SUSTENTABLES,Y,DE,CULTIVOS,,,
71949,77.469.006-9,2025-07-24,,,,,
GABRIELA,MUJICA,PUBLICIDAD,Y,MARKETING,,,
71950,77.654.798-0,2025-07-24,,,,,
71951,77.479.236-8,DEPORTES,LA,CAMPANA,SPA,2025-07-24,
VIDRIERIA,Y,ALUMINIOS,JULIAN,CID,,,
71952,77.375.367-9,2025-07-24,,,,,
71953,76.936.057-3,"ACEITUNO,",CARRERA,Y,COMPANIA,LIMITADA,2025-07-24
