Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
69497,INGENIERIA,IKUSI,CHILE,,,
69498,77.247.002-9,SOLUCIONES,PROLAB,2025-07-24,,
69499,76.268.144-7,IMES,eirl,2025-07-24,,
69500,77.358.940-2,PROVEEDORA,DE,PROD,-,2025-07-24
69501,77.391.182-7,2025-07-24,,,,
69502,77.247.726-0,FRACASOLAB,SPA,2025-07-24,,
Control,de,plagas,,,,
69503,76.268.702-K,2025-07-24,,,,
Inostroza,Hnos,Ltda,,,,
69504,76.841.288-K,2025-07-24,,,,
"BORONAT,",REYES,Y,CIA,,,
69505,77.267.975-0,2025-07-24,,,,
RICONADA,DE,SABORES,,,,
69506,77.858.111-6,2025-07-24,,,,
69507,77.269.235-8,HIDRORED,SPA,2025-07-24,,
