Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
99935,"INGENIERIA,",CONSULTORIA,E,,,,
INVERSIONES,KIMIA,SPA,,,,,
TRANSPORTE,RAMIRO,GARCIA,,,,,
99936,77.881.005-0,2025-07-24,,,,,
99937,77.881.065-4,EL,RENACER,SPA,2025-07-24,,
99938,77.881.201-0,2025-07-24,,,,,
99939,77.881.216-9,TEX,TACTICAL,SPA,2025-07-24,,
SERVICIOS,TURISTICOS,CHILETUR,,,,,
99940,77.881.297-5,2025-07-24,,,,,
99941,77.881.685-7,CAPACITACIONES,A,&,F,SPA,2025-07-24
99942,77.882.905-3,BATTERY,ZONE,CHILE,SPA,2025-07-24,
99943,77.882.912-6,MEYA,CONSTRUCCIONES,SPA,2025-07-24,,
99944,77.883.216-K,KAIZEN,SPA,2025-07-24,,,
99945,77.883.282-8,D&D,GLOBAL,SPA,2025-07-24,,
99946,77.883.686-6,BIG,COMPANY,SPA,2025-07-24,,
