Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.065.395-9,SOCIEDAD,CRUCES,SPA,2025-07-24,,
57322,78.201.818-3,HHM,REMAKE,SPA,2025-07-24,
57323,76.433.026-9,Anamin,Group,Limitada,2025-07-24,
57324,78.035.399-6,PUR,KUYEN,SPA,2025-07-24,
57325,77.393.128-3,2025-07-24,,,,
57326,76.036.426-6,MIND,&,MOTION,S.A.,2025-07-24
57327,76.433.500-7,2025-07-24,,,,
INSUMOS,DE,BELLEZA,,,,
57328,76.860.545-9,2025-07-24,,,,
GILBERT,HUMBERTO,DIAZ,,,,
57329,76.762.843-9,CLAUDIO,RODRIGO,CALFULAF,2025-07-24,
57330,77.065.457-2,BOPA,ELECTRIC-RED,SPA,2025-07-24,
57331,76.433.533-3,PRO,CAPACITA,SPA,2025-07-24,
