Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
99270,INMOBILIARIA,E,INVERSIONES,,,,
COLCHAGUA,S,A,,,,,
99271,99.555.650-2,INSISA,SPA,2025-07-24,,,
Soc.,Industrial,Jorratt,y,Zamora,S.,,
99272,99.567.520-K,2025-07-24,,,,,
99273,78.120.508-7,2025-07-24,,,,,
DEL,SUR,SPA,,,,,
99274,78.120.766-7,IMPORTADORA,AMANECER,SPA,2025-07-24,,
99275,99.578.600-1,VIDA,CELL,S.A,2025-07-24,,
AGS,CONSTRUCCION,Y,,,,,
99276,78.121.702-6,2025-07-24,,,,,
SERVICIOS,GENERALES,SPA,,,,,
99277,78.121.704-2,JVG,SPA,2025-07-24,,,
ESTUDIO,JURÍDICO,AVILES,Y,,,,
99278,78.121.857-K,2025-07-24,,,,,
ANGEL,TAPIA,Y,COMPANIA,,,,
99279,78.122.490-1,2025-07-24,,,,,
99280,78.122.702-1,CONSTRUCTORA,L,Y,O,LIMITADA,2025-07-24
99281,78.122.803-6,SEMAELEC,SPA,2025-07-24,,,
