Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
76.145.324-6,HIVE,TECHNOLOGY,S.A.,2025-07-24,,,
48613,76.499.851-0,AJOLOTE,LIMITADA,2025-07-24,,,
SERVICIOS,Y,PRODUCCIONES,,,,,
48614,76.464.172-8,2025-07-24,,,,,
SANTA,EMILIA,SPA,,,,,
MATERIALES,Y,SERVICIOS,PARA,LA,,,
48615,76.437.320-0,2025-07-24,,,,,
CONSTRUCCION,CROM,SA,,,,,
IMPORTADORA,Y,COMER,MAQ,ZYM,,,
48616,77.146.825-K,2025-07-24,,,,,
48617,76.146.139-7,OUTRO,SAC,2025-07-24,,,
Sociedad,Jardín,Infantil,Krippe,,,,
48618,76.495.768-7,2025-07-24,,,,,
48619,76.501.110-8,2025-07-24,,,,,
ASESORIAS,CARTOGRAFICAS,Y,,,,,
48620,77.957.020-7,2025-07-24,,,,,
JARDIN,INFANTIL,SMILE,GARDEN,,,,
48621,76.437.708-7,2025-07-24,,,,,
48622,76.432.877-9,SOC.,ACUÑA,FUENTES,HNOS.,LTDA.,2025-07-24
FUENTES,"GARCIA,",HERMANOS,,,,,
48623,76.714.578-0,2025-07-24,,,,,
