Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
76.903.132-4,CONSTRUCTORA,SYS,LTDA.,2025-07-24,,,
71145,76.344.588-7,AGROINNOVACIÓN,SPA,2025-07-24,,,
71146,76.910.452-6,Alta,Gestión,en,Salud,2025-07-24,
SEGURO,SMART,CORREDOR,DE,SEGUROS,,,
71147,77.336.243-2,2025-07-24,,,,,
CARLOS,ANTONIO,ACEVEDO,MUÑOZ,E.I.R.L.,,,
Sergio,Osvaldo,Godoy,Martinez,producciones,de,,
71148,76.346.327-3,2025-07-24,,,,,
FARMAVET,EVELYN,ELIA,LARA,NAVARRETE,E.I.R.,,
71149,77.424.686-K,2025-07-24,,,,,
71150,77.326.712-K,SOCIEDAD,DE,CAPACITACIONES,AGCS,SPA,2025-07-24
71151,77.424.853-6,AGRO,FOLIL,KIMÜN,LIMITADA,2025-07-24,
71152,76.910.871-8,CONSTRUCTORA,RIGOR,SPA,2025-07-24,,
71153,77.360.204-2,MP-CODOX,SPA,2025-07-24,,,
71154,77.477.822-5,SERVICIOS,EDUCACIONALES,GENTE,CHICA,SPA,2025-07-24
71155,77.925.747-9,DISTRIBUIDORA,FKM,SPA,2025-07-24,,
