Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
101884,INSTITUTO,NACIONAL,DE,,,,
GENDARMERIA,DE,CHILE,,,,,
101885,61.950.500-K,CENTRO,DE,EDUCACION,2025-07-24,,
Y,TRABAJO,DE,OSORNO,,,,
101886,62.000.750-1,2025-07-24,,,,,
101887,65.020.623-1,Aptus,Chile,2025-07-24,,,
101888,65.027.491-1,GUBERNAMENTAL,DE,2025-07-24,,,
101889,65.051.328-2,2025-07-24,,,,,
MUSICAL,SEXTA,LEGION,,,,,
101890,65.052.266-4,NACIONAL,DE,JUDO,DE,2025-07-24,
101891,65.053.397-6,La,Matriz,Arte,y,Cultura,2025-07-24
101892,65.058.244-6,Fundacion,Dharma,Chile,2025-07-24,,
101893,65.061.284-1,DE,SECRETARIOS,2025-07-24,,,
MUNICIPALES,DE,CHILE,,,,,
101894,65.068.027-8,2025-07-24,,,,,
