Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
74643,ASESORÍAS,E,INVERSIONES,,,
KURA,RESOURCES,LIMITADA,,,,
74644,76.503.412-4,W.JACOB,SPA,2025-07-24,,
SEGURIDAD,Y,SERVICIOS,,,,
74645,77.023.927-3,ANGELO,ANDRES,ARANCIBIA,2025-07-24,
74646,77.497.514-4,2025-07-24,,,,
CENTRO,DE,CAPACITACIÓN,,,,
74647,76.888.973-2,2025-07-24,,,,
PIZARRO,Y,NOVA,LIMITADA,,,
PRODUCTOS,DE,PASTELERIA,,,,
74648,77.752.325-2,2025-07-24,,,,
74649,77.026.140-6,POR,IMAGENES,SOCIEDAD,2025-07-24,
74650,77.579.216-7,2025-07-24,,,,
SERVICIO,DE,TRANSPORTE,,,,
74651,77.605.869-6,JOSE,ORELLANA,Y,CIA.,2025-07-24
74652,77.600.820-6,MANDOMEDIO.COM,2025-07-24,,,
