Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
77.452.907-1,LA,INQUIETA,PRODUCCIONES,ARTISTICAS,SPA,2025-07-24,
SOC,DE,COMUNICACIONES,VISUALES,E,,,
71718,77.464.930-1,2025-07-24,,,,,
INVERSIONES,ALVA,LIMITADA,,,,,
71719,77.361.720-1,VALOR,ESTRATEGICO,CONSULTORES,SPA,2025-07-24,
SERVICIOS,GENERALES,HECTOR,GARCIAFOREST,,,,
71720,76.929.981-5,2025-07-24,,,,,
71721,77.465.001-6,CONSTRUCTORA,MTA,SPA,2025-07-24,,
71722,77.362.057-1,SOCIEDAD,COMERCIAL,NESTOR,CONCHA,SPA,2025-07-24
SOC,DE,TRASPORTES,Y,FLETES,VALENZUELA,Y,
71723,77.646.620-4,2025-07-24,,,,,
71724,77.948.403-3,PSICONECTATE,SERVICIOS,INTEGRALES,SPA,2025-07-24,
71725,77.465.523-9,SERVICIOS,DE,GESTION,DIGITAL,LIMITADA,2025-07-24
SOC,DE,TRANSPORTES,AGRICOLA,COMERCIAL,E,,
71726,77.359.670-0,2025-07-24,,,,,
INDUSTRIAL,FISH,LTDA,,,,,
71727,77.948.756-3,MUUDA,SUSTENTABILIDAD,SPA,2025-07-24,,
71728,77.466.158-1,GYC,DISTRIBUIDORA,Y,SERVICIOS,SPA,2025-07-24
