Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
77.430.108-9,BIGSOLUCIONES,SPA,2025-07-24,,
93024,77.435.365-8,2025-07-24,,,
93025,96.678.680-9,CHILE,COMERCIAL,2025-07-24,
93026,77.430.390-1,2025-07-24,,,
93027,77.436.719-5,2025-07-24,,,
93028,96.933.760-6,DUPLEX,S,A,2025-07-24
VJ,DENTAL,CONSULTA,,,
93029,77.436.843-4,ODONTOLOGICA,2025-07-24,,
VALENTINA,JIMÉNEZ,SPA,,,
93030,96.684.920-7,ITASCA,CHILE,SPA,2025-07-24
93031,77.430.427-4,CAPACITACIONES,2025-07-24,,
LICKAN,ANTAI,SPA,,,
93032,77.430.703-6,2025-07-24,,,
ACUÍCOLAS,-,SERVICIOS,,,
93033,96.691.070-4,MUNDOLAB,S,A,2025-07-24
