Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
76.938.028-0,JOKER,SERVICIOS,SPA,2025-07-24,,
53783,76.712.123-7,JMO,SERVICIOS,SPA,2025-07-24,
53784,76.620.655-7,SC,ORDNANCE,SPA,2025-07-24,
53785,76.094.972-8,2025-07-24,,,,
Prestacion,de,servicios,de,,,
53786,76.687.396-0,2025-07-24,,,,
arriendo,de,vehículos,S,,,
SOCIEDAD,MASSA,&,,,,
53787,76.311.388-4,2025-07-24,,,,
53788,77.944.385-K,2025-07-24,,,,
ESCENCIA,PERUANA,SPA,,,,
53789,6.893.585-7,2025-07-24,,,,
53790,76.688.307-9,2025-07-24,,,,
53791,77.944.824-K,RF,TOOLS,SPA,2025-07-24,
53792,78.089.924-7,VICTOR,HUGO,2025-07-24,,
