Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
70889,INVERSIONES,ATENAS,,,,
70890,77.619.937-0,2025-07-24,,,,
Ingenieria,y,Contrucciones,,,,
70891,76.707.374-7,2025-07-24,,,,
70892,77.345.443-4,2025-07-24,,,,
INMOBILIARIA,C&A,SPA,,,,
70893,77.428.385-4,2025-07-24,,,,
70894,76.903.505-2,2025-07-24,,,,
70895,76.890.856-7,TYST,SPA,2025-07-24,,
R2H,INGENIERÍA,Y,,,,
70896,77.346.689-0,2025-07-24,,,,
70897,77.914.957-9,MY,WEB,SPA,2025-07-24,
SOC,DE,INVERSIONES,,,,
INMOBILIARIA,Y,DE,,,,
70898,77.322.480-3,2025-07-24,,,,
SERVICIOS,DEL,PILAR,,,,
70899,77.620.668-7,TECTONIKA,SPA,2025-07-24,,
