Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
78.186.058-1,KMAREY,SPA,2025-07-24,,,,
SOC,FABRICA,DE,,,,,
89385,79.953.260-3,RESORTES,CASTILLO,2025-07-24,,,
89386,77.181.753-K,ONLINE,EVENTOS,HB,SPA,2025-07-24,
89387,78.159.446-6,2025-07-24,,,,,
DON,GABRIEL,SPA,,,,,
89388,79.953.360-K,2025-07-24,,,,,
89389,78.159.466-0,INGEFORCE,SPA,2025-07-24,,,
89390,9.300.626-7,2025-07-24,,,,,
89391,88.937.200-1,EXPORTADORA,IMPEX,2025-07-24,,,
89392,77.722.108-6,2025-07-24,,,,,
89393,78.160.558-1,D,Y,C,SOLUCIONES,SPA,2025-07-24
SOC,GONZALO,FORTUNO,,,,,
89394,78.994.470-9,2025-07-24,,,,,
Y,COMPANIA,LIMITADA,,,,,
