Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
TRANSPORTE,DE,CARGA,,,,
",",LUIS,RENATO,VILLEGAS,,,
103887,76.874.484-K,2025-07-24,,,,
103888,76.874.801-2,2025-07-24,,,,
103889,76.874.838-1,ASB,SPA,2025-07-24,,
103890,76.876.160-4,AUXI,2025-07-24,,,
A,Y,C,INSTRUMENTACION,,,
103891,76.877.240-1,2025-07-24,,,,
Y,CONTROL,LIMITADA,,,,
SERVICIO,Y,VENTAS,DE,,,
103892,76.877.793-4,2025-07-24,,,,
EQUIPOS,MÉDICOS,SPA,,,,
103893,76.878.023-4,2025-07-24,,,,
103894,76.878.355-1,FIGUEROA,FIGUEROA,2025-07-24,,
103895,76.878.382-9,W,RENTALL,CHILE,SPA,2025-07-24
