Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
83460,INVERSIONES,NISI,,,
83461,77.894.545-2,2025-07-24,,,
DUARTEURBINA,&,CIA,,,
83462,77.945.395-2,2025-07-24,,,
83463,77.926.829-2,2025-07-24,,,
TRANSPORTE,DE,CARGA,,,
83464,77.945.529-7,NAYADETT,CONCHA,2025-07-24,
83465,78.069.012-7,MARINO,REYES,CIENCIA,2025-07-24
EN,ARTE,E.I.R.L.,,,
83466,77.435.469-7,QUIBUS,SPA,2025-07-24,
83467,77.985.127-3,KARP,SPA,2025-07-24,
83468,77.992.466-1,EVA,CONSULTING,SPA,2025-07-24
PARQUE,EL,ENCANTO,,,
83469,77.436.667-9,2025-07-24,,,
83470,77.945.981-0,SUR,SEGUR,SPA,2025-07-24
