Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
35509,PROYEQTA,INGENIERIA,Y,,,
35510,76.382.931-6,ZERTIOR,CHILE,SPA,2025-07-24,
35511,77.339.478-4,EZEQUIEL,ORTUONDO,E.I.,2025-07-24,
35512,77.256.215-2,CHIVATO,NEGRO,SPA,2025-07-24,
35513,76.383.567-7,INVERSIONES,PACIFICO,2025-07-24,,
TALLER,MECANICO,Y,,,,
AUTOMOTRIZ,",",VENTAS,,,,
35514,77.339.552-7,2025-07-24,,,,
DE,REPUESTOS,Y,,,,
35515,77.256.635-2,ECO,FACILITY,PEST,SPA,2025-07-24
35516,76.386.838-9,seaservice,E.I.R.L.,2025-07-24,,
35517,77.341.977-9,FAV,SPA,2025-07-24,,
35518,77.256.894-0,2025-07-24,,,,
