Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
76.422.190-7,Edukim,2025-07-24,,,
72815,76.802.683-1,2025-07-24,,,
BIENES,Y,SERVICIOS,,,
72816,77.987.267-K,2025-07-24,,,
72817,77.541.051-5,BATON,SPA,2025-07-24,
72818,77.451.187-3,2025-07-24,,,
TRANSPORTES,SAEZ,Y,,,
72819,77.406.626-8,2025-07-24,,,
ECO,MERCADO,VERDE,,,
72820,77.513.593-K,2025-07-24,,,
TECNOLOGIA,DEL,NORTE,,,
72821,77.987.535-0,2025-07-24,,,
72822,77.541.219-4,FORTIN,CELESTE,SPA,2025-07-24
DIEGO,FAURA,YZAGA,,,
72823,77.530.807-9,2025-07-24,,,
72824,77.406.911-9,2025-07-24,,,
