Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
36188,GMC,INGENIERÍA,Y,,,,
36189,77.423.672-4,2025-07-24,,,,,
RODRIGUEZ,GIL,SPA,,,,,
36190,76.449.474-1,ALBERTO,CHAVARRIA,2025-07-24,,,
36191,77.423.856-5,2025-07-24,,,,,
36192,76.450.584-0,CONSTRUCTORA,T,Y,C,SPA,2025-07-24
36193,77.392.931-9,CONSTRUCCIÓN,&,2025-07-24,,,
SOLDADURA,AIL,SPA,,,,,
MILENA,ALFARO,PLAZA,,,,,
36194,77.424.241-4,EMPRESA,INDIVIDUAL,DE,2025-07-24,,
ORGANISMO,TÉCNICO,DE,,,,,
36195,76.450.872-6,CAPACITACION,OTEC,2025-07-24,,,
36196,77.424.578-2,2025-07-24,,,,,
ANGEL,NICK,SPA,,,,,
36197,77.392.971-8,FEM,INVERSIONES,SPA,2025-07-24,,
