Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
105759,77.876.464-4,EMPRESA,INDIVIDUAL,DE,2025-07-24,
105760,77.876.613-2,GTDL,CONSULTING,SPA,2025-07-24,
DUARTE,&,DUARTE,,,,
105761,77.877.124-1,INGENIEROS,ASOCIADOS,2025-07-24,,
105762,77.878.589-7,PREVINTECH,SPA,2025-07-24,,
105763,77.878.613-3,NOW,SPA,2025-07-24,,
105764,77.878.732-6,KFK,ENERGY,GROUP,SPA,2025-07-24
105765,77.878.886-1,ALBORNOZ,Y,CASTILLO,2025-07-24,
105766,77.879.282-6,EDIESEL,SPA,2025-07-24,,
105767,77.879.323-7,MANTENCIÓN,STORE,SPA,2025-07-24,
CLOUD,AND,DIGITAL,,,,
105768,77.879.737-2,SERVICIOS,INTEGRALES,2025-07-24,,
105769,77.879.900-6,2025-07-24,,,,
