Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
39011,AGILE,INGENIERIA,Y,,,
39012,77.694.331-2,EUGENIA,RIROROKO,HEY,2025-07-24,
39013,77.721.774-7,2025-07-24,,,,
39014,77.694.691-5,2025-07-24,,,,
39015,77.694.922-1,HACIENDA,BUSTAMANTE,2025-07-24,,
39016,77.503.186-7,CHACÓN,VALDIVIESO,2025-07-24,,
39017,77.503.436-K,SOLUCIONES,2025-07-24,,,
FARIAS,Y,HERNANDEZ,,,,
39018,76.823.671-2,2025-07-24,,,,
39019,77.695.520-5,2025-07-24,,,,
39020,76.824.211-9,2025-07-24,,,,
SERVICIOS,RAMOS,&,,,,
39021,77.699.293-3,2025-07-24,,,,
