Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
77.529.572-4,INGREENSOL,SPA,2025-07-24,,
93637,77.530.195-3,TRANSPORTES,FREIRE,2025-07-24,
93638,77.530.305-0,LORELEI,SPA,2025-07-24,
93639,77.658.047-3,TEXTIL,NCN,LIMITADA,2025-07-24
93640,77.530.856-7,SOLDADURAS,MANM,SPA,2025-07-24
93641,77.531.848-1,2025-07-24,,,
93642,77.658.078-3,2025-07-24,,,
ASESORIA,TECNICA,DE,,,
93643,77.658.102-K,2025-07-24,,,
93644,77.658.436-3,ODONTOLÓGICOS,MADI,2025-07-24,
MEYPES,AGUA,DE,,,
93645,77.658.492-4,2025-07-24,,,
93646,77.658.961-6,PRODUCTORA,OS.CC,SPA,2025-07-24
