Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
104670,77.291.251-K,COMERCIALIZADORA,2025-07-24,,,
ESTIBAS,Y,SERVICIOS,,,,
104671,77.291.871-2,2025-07-24,,,,
104672,77.292.323-6,2025-07-24,,,,
AMEL,ALDUNATE,E.I.R.L.,,,,
104673,77.292.696-0,INDUSTRIALES,ASPE,2025-07-24,,
104674,77.294.244-3,2025-07-24,,,,
LAS,3,MOSQUETERAS,,,,
104675,77.294.993-6,2025-07-24,,,,
104676,77.295.701-7,COMUNICACIONES,2025-07-24,,,
104677,77.296.204-5,INGEFOREST,SPA,2025-07-24,,
104678,77.296.287-8,2025-07-24,,,,
SERVICIOS,MEDICOS,Y,,,,
104679,77.296.484-6,DE,ENFERMERIA,2025-07-24,,
CASANOVA,MUÑOZ,SPA,,,,
104680,77.296.848-5,2025-07-24,,,,
