Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
78.019.114-7,BAUH,DISEÑO,SPA,2025-07-24,,
82431,77.942.537-1,SERVICIOS,2025-07-24,,,
AZSO,ENERGIA,Y,,,,
82432,77.894.526-6,2025-07-24,,,,
82433,76.887.419-0,HERALDO,FERNANDO,2025-07-24,,
MOLINA,VALENCIA,E.I,,,,
82434,77.366.814-0,2025-07-24,,,,
BIAF,CARWASH,LIMITADA,,,,
82435,77.937.066-6,PRO-PACK,SPA,2025-07-24,,
82436,76.887.499-9,MONDACA,&,DÍAZ,SPA,2025-07-24
SALAS,QUIROGA,Y,,,,
82437,78.019.616-5,2025-07-24,,,,
82438,77.897.494-0,INGENIERIA,JCR,SPA,2025-07-24,
82439,76.887.654-1,MAUBLE,SPA,2025-07-24,,
82440,77.855.827-0,ASMON,TI,LIMITADA,2025-07-24,
