Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.721.366-0,SALUD,Y,MEDICINA,2025-07-24,,
78433,76.713.824-5,ARAYA,Y,COMPAÑIA,2025-07-24,
78434,77.661.544-7,COSTURAS,JOVI,SPA,2025-07-24,
78435,77.785.633-2,2025-07-24,,,,
78436,77.703.557-6,NAEDU,LIMITADA,2025-07-24,,
78437,8.080.507-1,Artemaderayasic,2025-07-24,,,
78438,8.090.258-1,Transportista,2025-07-24,,,
78439,77.705.841-K,2025-07-24,,,,
MEDINA,VEGA,LIMITADA,,,,
SERVICIOS,Y,ASESORIAS,,,,
78440,77.780.587-8,2025-07-24,,,,
78441,77.662.022-K,SAJAM,SPA,2025-07-24,,
78442,77.721.517-5,2025-07-24,,,,
SEGUROS,DOSQUE,SPA,,,,
