Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
72634,SOCIEDAD,EXTINTORES,,,,
72635,77.406.692-6,ADLER,CARGO,LIMITADA,2025-07-24,
72636,77.440.379-5,CASCADAS,DEL,SUR,SPA,2025-07-24
72637,77.980.164-0,EVENT,SALUD,SPA,2025-07-24,
72638,76.790.771-0,PINTARAUCANIA,SPA,2025-07-24,,
SOCIEDAD,DE,SERVICIOS,,,,
72639,76.962.955-6,AGROPECUARIOS,2025-07-24,,,
72640,77.406.695-0,DYP,EXPRESS,SPA,2025-07-24,
72641,77.440.582-8,FUENTES,VALDES,Y,2025-07-24,
72642,77.980.203-5,GONZALEZ,Y,CARTES,2025-07-24,
72643,77.504.339-3,LOS,CORMORANES,SPA,2025-07-24,
72644,76.791.889-5,COMERCIALES,DE,2025-07-24,,
