Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,,,
SHOWTIME,PRO,PRODUCCIÓN,AUDIOVISUAL,Y,,,
76.932.792-4,ARRENDAMIENDO,DE,EQUIPO,AUDIOVISUAL,2025-07-24,,
CHRISTIAN,ANDRES,DEOCARES,MELIÑAN,E.I.R.L.,,,
71849,77.365.988-5,INDUMANT,LUIS,CORNEJO,OBREGON,E.I.R.L.,2025-07-24
71850,77.474.306-5,ESQUIVEL,LABORATORIO,DENTAL,SPA,2025-07-24,
71851,77.400.371-1,PANEL,SIP,LITORAL,SPA,2025-07-24,
71852,76.932.828-9,GORILA,SOFTWARE,SPA,2025-07-24,,
71853,77.367.908-8,LEMON,CHILE,SPA,2025-07-24,,
71854,77.367.933-9,AMIGOS,PENQUISTAS,SPA,2025-07-24,,
71855,77.401.530-2,JARDINES,Y,PARQUES,SPA,2025-07-24,
71856,77.460.719-6,FABRICA,DE,VENTANAS,KVK,LIMITADA,2025-07-24
MAQUINARIAS,JORGE,MONTENEGRO,SALAS,E.I.R.,,,
71857,77.953.425-1,2025-07-24,,,,,
71858,76.946.037-3,APICOLA,AIYELEN,SPA,2025-07-24,,
