Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
78.007.616-K,WASRAPUQ,SPA,2025-07-24,,
85483,77.974.283-0,MY,WAY,SPA,2025-07-24
85484,76.993.553-3,IMASDE,CHILE,SPA,2025-07-24
85485,78.007.802-2,COMERCIAL,INLECA,SPA,2025-07-24
MARÍA,IGNACIA,MOREIRA,,,
85486,78.179.221-7,INOSTROZA,2025-07-24,,
85487,76.993.720-K,2025-07-24,,,
FYF,BIO,BIO,SPA,,
INGENIERIA,ELEC,URB,,,
85488,78.088.848-2,2025-07-24,,,
85489,78.180.200-K,2025-07-24,,,
85490,78.024.231-0,DEFENSA,PAIS,SPA,2025-07-24
85491,77.570.603-1,2025-07-24,,,
85492,78.008.177-5,2025-07-24,,,
85493,77.974.465-5,2025-07-24,,,
