Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.984.966-K,JAMA,LIMITADA,2025-07-24,,,
94844,77.711.116-7,2025-07-24,,,,
94845,77.985.901-0,2025-07-24,,,,
94846,77.711.196-5,2025-07-24,,,,
PODOLOGÍA,BELÉN,RUÍZ,,,,
94847,77.711.211-2,2025-07-24,,,,
94848,77.986.874-5,2025-07-24,,,,
LINDA,CHILE,SPA,,,,
94849,77.711.338-0,2025-07-24,,,,
94850,77.987.644-6,2025-07-24,,,,
94851,77.711.417-4,2025-07-24,,,,
94852,77.987.896-1,SUPPLY,STATE,SPA,2025-07-24,
94853,77.711.457-3,2025-07-24,,,,
94854,77.711.471-9,2025-07-24,,,,
