Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
77.336.296-3,MANTCLEAN,LIMITADA,2025-07-24,,,,
71169,76.347.280-9,ARQUITECTONICA,LIMITADA,2025-07-24,,,
71170,77.443.290-6,GONZALO,MARDONES,Y,ASOCIADOS,2025-07-24,
VECSIA,INGENIERÍA,Y,SERVICIOS,INTEGRALES,,,
71171,77.629.308-3,2025-07-24,,,,,
71172,77.336.799-K,CAPITALES,PUGIN,ZAMBRANO,SPA,2025-07-24,
ÓPTICA,JOSÉ,ALEJANDRO,VALENZUELA,REYES,E.,,
71173,77.425.109-K,2025-07-24,,,,,
SOC,DE,PRODUCCION,AUDIOVISUAL,,,,
71174,76.905.860-5,2025-07-24,,,,,
CINEMATOGRAFICA,LA,MAQUINA,FILMS,LTDA,,,
71175,77.444.273-1,EVENTOS,KARLY'S,SPA,2025-07-24,,
71176,76.722.648-9,DAAB,INGENIERÍA,SPA,2025-07-24,,
71177,77.336.866-K,F,Y,F,INGENIERIA,SPA,2025-07-24
71178,77.425.996-1,CONSULTA,MÉDICA,INTEGRAL,ADAPTATE,SPA,2025-07-24
71179,77.444.334-7,COMERCIAL,ANSIETA,ESPINOZA,SPA,2025-07-24,
