Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
101670,DIÁLISIS,INTEGRAL,,,
SERVICES,S,A,,,
101671,78.882.050-K,2025-07-24,,,
101672,78.887.890-7,2025-07-24,,,
SOC,COMERCIAL,E,,,
101673,78.903.590-3,INDUSTRIAL,MARIANO,2025-07-24,
101674,78.936.150-9,2025-07-24,,,
101675,78.950.790-2,INDUSTRIAL,CALPER,S.P.,2025-07-24
101676,78.958.770-1,2025-07-24,,,
MEGA,RED,INGENIEROS,,,
101677,78.960.050-3,2025-07-24,,,
SERV,INTEGR,PARA,,,
PROYECT,Y,OBRAS,DE,,
101678,52.001.927-8,2025-07-24,,,
CONSTR,JUAN,L,,,
CARRILLO,V,E,I,R,L
101679,52.002.101-9,2025-07-24,,,
