Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
VENTA,DE,UNIFORMES,,,,
77.966.385-K,CORTES,ROJAS,EMPRESA,2025-07-24,,
55037,76.673.842-7,COMUNICACIONALES,Y,2025-07-24,,
SOLUCIONES,INTEGRALES,DE,,,,
55038,78.113.932-7,2025-07-24,,,,
ELECTROMECANICA,DEL,MAIPO,,,,
55039,76.741.746-2,MUEBLES,M&C,SPA,2025-07-24,
55040,78.135.115-6,LLANCAO,SERVICIOS,SPA,2025-07-24,
WEDO,CONSULTING,AND,,,,
55041,76.674.158-4,2025-07-24,,,,
Sociedad,Dr.,Osvaldo,Torres,R,y,
55042,77.966.940-8,2025-07-24,,,,
55043,76.742.051-K,PABLO,ROMERO,GRAEPP,E.I.R.L.,2025-07-24
55044,76.985.556-4,MMS,SOLUCIONES,SPA,2025-07-24,
55045,77.319.537-4,SANDOS,SPA,2025-07-24,,
