Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
85787,INNOVACIÓN,Y,,,,
85788,78.036.697-4,2025-07-24,,,,
PAPELES,Y,CARTONES,,,,
85789,77.583.350-5,2025-07-24,,,,
OTRAS,OBRAS,DE,,,,
85790,78.017.273-8,2025-07-24,,,,
CARIMAN,ESPINDOLA,E.I.,,,,
85791,78.037.131-5,PROSOLAIRE,SPA,2025-07-24,,
85792,77.584.445-0,FAITH,SECURITY,SPA,2025-07-24,
VELASCO,Y,COMPANIA,,,,
85793,78.017.820-5,2025-07-24,,,,
85794,77.987.312-9,2025-07-24,,,,
CONSTRUCCION,CDF,SPA,,,,
85795,78.095.173-7,ANTONY,EMILIO,2025-07-24,,
BECERRA,ALARCON,SPA,,,,
85796,77.010.835-7,INNGLOBAL,SPA,2025-07-24,,
