Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
SOCIEDAD,CLINICA,NEURAL,SPA,2025-07-24,,,
75025,AMPROF,MUSIC,GROUP,SPA,2025-07-24,,
75026,DROGUETT,Y,DROGUETT,LIMITADA,2025-07-24,,
75027,DULCE,DESPERTAR,SPA,2025-07-24,,,
75028,CONSTRUCTORA,LONCOÑANCO,SPA,2025-07-24,,,
77.593.228-,CONSULTORA,DE,EDUCACIÓN,Y,SALUD,INTEGRAL,PATRICIO
7,ANDRES,SEPULVEDA,CESPEDES,E.I.R.L.,,,
75030,FRESA,PARTY,PRODUCTORA,DE,EVENTOS,SPA,2025-07-24
75031,C,Y,G,DISENOS,SPA,2025-07-24,
75032,TRANSPORTE,VICTOR,MANUEL,SALAZAR,NECUL,E.I.R.L.,2025-07-24
75033,GUBER,SPA,2025-07-24,,,,
75034,EMPRESA,DE,SERVICIOS,ASEO,KAIROS,SPA,2025-07-24
75035,CLÍNICA,DE,DUELO,SPA,2025-07-24,,
