Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
76.083.985-K,Servicios,R,y,B,Limitada,2025-07-24,
58547,76.822.669-5,H+M,CONSULTORES,LTDA.,2025-07-24,,
ARQUITECTURA,Y,CONSTRUCCIÓN,,,,,
58548,76.488.917-7,LUIS,ENRIQUE,SAAVEDRA,ERAZO,E.I.,2025-07-24
MECANICA,AUTOMOTRIZ,ENZO,,,,,
58549,76.866.894-9,2025-07-24,,,,,
SOCIEDAD,COMERCIAL,IDEAS,,,,,
58550,76.829.458-5,2025-07-24,,,,,
EMPRESA,DE,SERVICIOS,Y,,,,
58551,76.900.416-5,2025-07-24,,,,,
COMERCIALIZADORA,ARAYA,SPA,,,,,
58552,78.067.362-1,TRANSPORTES,JOCC,SPA,2025-07-24,,
58553,77.441.870-9,SUEZ,MEDIOAMBIENTE,CHILE,S.A.,2025-07-24,
BST,SERVICIOS,OPERACIONALES,Y,,,,
58554,76.086.813-2,2025-07-24,,,,,
KAREN,ROJAS,SEGURIDAD,PRIVADA,,,,
58555,76.822.683-0,2025-07-24,,,,,
58556,76.489.841-9,Clínica,de,Puerto,Varas,Spa,2025-07-24
58557,77.101.068-7,SOULAR,SPA,2025-07-24,,,
