Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.911.325-6,WATERPLUS,SPA,2025-07-24,,,
98302,77.911.792-8,2025-07-24,,,,
98303,77.912.247-6,ROMA,LIMITADA,2025-07-24,,
98304,77.912.335-9,INVERSIONES,SÉNECA,SPA,2025-07-24,
98305,77.913.782-1,RAVAL,SPA,2025-07-24,,
98306,77.914.571-9,2025-07-24,,,,
98307,77.914.712-6,REFRICLIMA,SPA,2025-07-24,,
98308,77.915.164-6,STAR,RESOURCE,SPA,2025-07-24,
98309,77.916.004-1,2025-07-24,,,,
CONSULTORA,MINERVA,LAB,,,,
98310,77.916.009-2,2025-07-24,,,,
98311,77.916.132-3,ESTRATO,SPA,2025-07-24,,
98312,77.916.574-4,2025-07-24,,,,
