Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
100889,COMERCIALIZADORA,QEPT,,,,
100890,77.998.554-7,2025-07-24,,,,
TECNO,MECANICA,SPA,,,,
100891,77.998.614-4,TRANSPORTES,PEZO,SPA,2025-07-24,
NEXT,LEVEL,ASESORES,,,,
100892,77.999.084-2,2025-07-24,,,,
100893,77.999.527-5,2025-07-24,,,,
MERIDIANO,SUR,SPA,,,,
100894,77.999.578-K,2025-07-24,,,,
SEPULVEDA,MENA,E.I.R.L.,,,,
100895,77.999.863-0,APPX,SPA,2025-07-24,,
NAZIF,HUERTA,VENDING,,,,
100896,78.000.576-9,2025-07-24,,,,
100897,78.000.671-4,2025-07-24,,,,
100898,78.001.777-5,RIVALES,DE,CHILE,SPA,2025-07-24
100899,78.002.100-4,2025-07-24,,,,
