Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
47732,WIDNEY,BELEN,VARGAS,,,
SOCIEDAD,CHILE,SUR,,,,
47733,76.458.657-3,2025-07-24,,,,
47734,76.347.405-4,COMERCIAL,TRANS,2025-07-24,,
DISEÑO,Y,PUBLICIDAD,,,,
47735,76.428.176-4,ANA,MARTINEZ,2025-07-24,,
47736,77.761.452-5,2025-07-24,,,,
47737,76.458.751-0,2025-07-24,,,,
47738,76.099.140-6,2025-07-24,,,,
47739,77.762.108-4,SHINU,CORP.,SPA,2025-07-24,
VEOLIA,RESPEL,CHILE,,,,
47740,76.395.745-4,2025-07-24,,,,
AGUAS,DEL,LITORAL,,,,
47741,77.941.440-K,2025-07-24,,,,
47742,77.762.111-4,2025-07-24,,,,
