Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
77.975.703-K,AQUA,PARTNER,SPA,2025-07-24,,,
94779,77.976.895-3,BUENA,VISTA,SPA,2025-07-24,,
94780,77.700.485-9,SERVICIOS,DE,2025-07-24,,,
INGENIERIA,NIB,SPA,,,,,
94781,77.977.187-3,PIEDRA,ROJA,SPA,2025-07-24,,
94782,77.700.664-9,DAMOA,SPA,2025-07-24,,,
94783,77.977.453-8,REPRESENTACIONES,2025-07-24,,,,
94784,77.701.045-K,2025-07-24,,,,,
94785,77.977.732-4,AGUACONSERVE,SPA,2025-07-24,,,
94786,77.701.469-2,VALLES,C,Y,V,SPA,2025-07-24
COMERCIAL,JILL,KNUST,,,,,
94787,77.977.752-9,2025-07-24,,,,,
&,CIA.,LIMITADA,,,,,
94788,77.701.685-7,GOLDEN,HOME,SPA,2025-07-24,,
