Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
87350,CONSTRUCTORA,HUYAR,,,,,
87351,78.063.256-9,PUYAK,SPA,2025-07-24,,,
87352,77.214.614-0,2025-07-24,,,,,
SERVICIOS,MARITIMOS,E,,,,,
87353,77.086.995-1,INDUSTRIALES,SALGADO,2025-07-24,,,
87354,78.064.515-6,MI,MUNDO,DE,PAPEL,SPA,2025-07-24
87355,78.128.825-K,2025-07-24,,,,,
87356,77.087.839-K,UNIFORMES,LUDO,2025-07-24,,,
87357,78.366.970-6,COMERCIAL,BAXTER,DE,2025-07-24,,
87358,8.409.405-6,Optica,Reflejos,2025-07-24,,,
MECÁNICA,EN,FRENOS,Y,,,,
87359,77.089.124-8,2025-07-24,,,,,
SOTOMAYOR,EMPRESA,I,,,,,
