Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
76.298.633-7,KP,Limitada,2025-07-24,,
18013,76.305.416-0,CAROLINA,2025-07-24,,
MOSAL,MAQUINARIAS,Y,,,
18014,76.300.433-3,2025-07-24,,,
18015,76.306.371-2,Grafito,SpA,2025-07-24,
18016,76.300.752-9,SERVICIOS,SIMPLES,SPA,2025-07-24
18017,76.301.094-5,CONCREMAG,S.A,2025-07-24,
GEDEON,RICHTER,CHILE,,,
18018,76.307.190-1,2025-07-24,,,
18019,76.307.883-3,2025-07-24,,,
18020,76.301.326-K,2025-07-24,,,
18021,76.308.008-0,2025-07-24,,,
Sociedad,Comercial,M,y,A,
18022,76.302.885-2,2025-07-24,,,
18023,76.308.084-6,Triade,Consultores,2025-07-24,
