Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,,,
77.952.520-1,RESORTES,OSORNO,LIMITADA,2025-07-24,,,
71838,77.471.987-3,VAC,DENTAL,SPA,2025-07-24,,
MANTENCION,EN,VEHICULOS,Y,MAQUINARIAS,,,
71839,77.458.093-K,2025-07-24,,,,,
SEBASTIAN,ALEXANDER,FARIAS,ZURA,E.I.R.L.,,,
71840,77.399.664-4,STAM,INGENIERÍA,SPA,2025-07-24,,
71841,77.472.972-0,TRAVEL,CLASS,SPA,2025-07-24,,
71842,77.365.204-K,CONSTRUCTORA,E,INMOBILIARIA,TEKTON,SPA,2025-07-24
71843,77.399.993-7,CLANASOF,SPA,2025-07-24,,,
71844,77.952.817-0,VF,CONSTRUCCIONES,SPA,2025-07-24,,
SUPERMERCADO,Y,PANADERÍA,PADRE,HURTADO,,,
71845,77.365.939-7,2025-07-24,,,,,
71846,77.502.459-3,TU,CASA,KIT,SPA,2025-07-24,
71847,77.459.688-7,NOVA,TERRA,SPA,2025-07-24,,
