Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
73783,76.848.156-3,EMPRESA,INDIVIDUAL,DE,2025-07-24,
73784,78.027.819-6,TCL,LOGISTIC,SPA,2025-07-24,
73785,77.570.891-3,RICARDO,SOTO,SAN,2025-07-24,
COMERCIAL,BRAUN,Y,,,,
73786,76.998.870-K,2025-07-24,,,,
73787,77.017.002-8,2025-07-24,,,,
73788,77.452.868-7,2025-07-24,,,,
BUFALO,ESTUDIO,ARTE,,,,
73789,77.551.502-3,2025-07-24,,,,
SOARZO,Y,SOARZO,,,,
73790,77.000.218-4,2025-07-24,,,,
LUIS,TAPIA,TORRES,,,,
73791,76.850.280-3,2025-07-24,,,,
VENTA,MANTENCION,E,,,,
INSTALACION,DE,EQUIPOS,,,,
73792,76.469.312-4,2025-07-24,,,,
ELECTRONICOS,Y,CO,,,,
73793,78.028.031-K,CONSTRUCCIONES,C-SARI,2025-07-24,,
