Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
36384,LEO,JOUANNET,Y,CIA,,,
36385,77.431.593-4,EL,TALLER,DE,GLORIA,SPA,2025-07-24
36386,77.467.288-5,TRANSPORTES,S,Y,L,SPA,2025-07-24
36387,76.491.615-8,ENRIQUE,VERDUGO,2025-07-24,,,
36388,77.468.777-7,2025-07-24,,,,,
SALVAJE,FILMS,&,TRAVEL,,,,
36389,76.491.749-9,2025-07-24,,,,,
36390,77.469.770-5,2025-07-24,,,,,
36391,76.492.102-K,INSPECCIONES,JOAQUIN,J.,2025-07-24,,
SEGURA,S.,E.I.R.L.,,,,,
36392,77.469.933-3,LOCOMOCION,COLECTIVA,2025-07-24,,,
36393,77.431.951-4,BUY,ME,SPA,2025-07-24,,
36394,76.493.698-1,Sociedad,Flamenco,Ltda.,2025-07-24,,
