Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
76.878.410-8,SOC,ACUSTICAL,SA,2025-07-24,,
103897,76.879.466-9,PRESTACIÓN,DE,2025-07-24,,
SERVICIOS,DAM,SPA,,,,
103898,76.880.491-5,COMERCIAL,LUCES,SPA,2025-07-24,
103899,76.881.962-9,Garbo,Eventos,spa,2025-07-24,
103900,76.882.119-4,2025-07-24,,,,
SAN,JUAN,LIMITADA,,,,
103901,76.882.628-5,CCD,SERVICIOS,SPA,2025-07-24,
103902,76.883.881-K,2025-07-24,,,,
103903,76.884.200-0,SERVICIOS,2025-07-24,,,
103904,76.884.262-0,2025-07-24,,,,
SOC,DE,INVERSIONES,Y,,,
103905,76.884.370-8,SERVICIOS,ESKORPION,2025-07-24,,
103906,76.884.380-5,servitelco,ltda,2025-07-24,,
