Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
GLOBAL,MEDIOS,PATRICIO,,,
76.808.682-6,SALINAS,CAROZZI,EMPRESA,2025-07-24,
INDIVIDUAL,DE,RESPONSAB,,,
TRANSPORTES,EL,CASTILLO,,,
57179,78.190.512-7,2025-07-24,,,
57180,76.030.335-6,PANIFICADORA,2025-07-24,,
57181,76.842.278-8,2025-07-24,,,
57182,76.263.077-K,continua,ltda,2025-07-24,
BAS,INGENIERIA,Y,,,
57183,76.756.942-4,2025-07-24,,,
DISTRIBUIDORA,DESDE,LA,,,
57184,78.031.972-0,2025-07-24,,,
PANADERIA,Y,PASTELERIA,,,
57185,76.428.389-9,2025-07-24,,,
GLORIA,RAQUEL,JIMENEZ,,,
SOCIEDAD,AGRICOLA,SUYAT,,,
57186,76.783.273-7,2025-07-24,,,
EMPRESAS,DE,SERVICIOS,,,
57187,76.842.306-7,2025-07-24,,,
LIFE,HOME,AND,CARE,SPA,
57188,76.263.397-3,TC,EVENTOS,SPA,2025-07-24
