Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
TRANSPORTE,MARÍTIMO,Y,,,,,
70649,DE,CABOTAJE,JORGE,,,,
ARTURO,JARA,MUÑOZ,E.I.,,,,
70650,77.415.613-5,CONSTRUCTORA,3M,SPA,2025-07-24,,
Constructora,Ruiz,y,Vera,,,,
70651,77.309.241-9,2025-07-24,,,,,
70652,76.880.563-6,CLICKMEDICAL,SPA,2025-07-24,,,
70653,77.908.543-0,MEDLINE,SPA,2025-07-24,,,
70654,77.399.616-4,EL,RENACER,SPA,2025-07-24,,
70655,77.453.133-5,2025-07-24,,,,,
70656,76.695.226-7,BIO-PHARMAMED,2025-07-24,,,,
70657,77.609.008-5,J,INVERSIONES,SPA,2025-07-24,,
SERVICIOS,DE,INGENIERÍA,,,,,
70658,76.892.993-9,EN,T.I.,JOSÉ,DÍAZ,MOLINA,2025-07-24
70659,77.453.503-9,THE,NEW,WORLD,SPA,2025-07-24,
