Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
78.039.532-K,SPLENDORE,SPA,2025-07-24,,,
85853,77.586.675-6,2025-07-24,,,,
85854,78.100.945-8,2025-07-24,,,,
85855,78.040.085-4,2025-07-24,,,,
85856,77.586.713-2,IMPORTADORA,2025-07-24,,,
85857,78.101.087-1,2025-07-24,,,,
85858,78.021.046-K,EKREEN,SPA,2025-07-24,,
85859,78.040.164-8,2025-07-24,,,,
BETRAN,ASESORES,&,,,,
85860,77.992.494-7,2025-07-24,,,,
85861,78.334.250-2,REPUESTOS,Y,2025-07-24,,
ACCESORIOS,LM,SPA,,,,
85862,78.021.137-7,SOCIEDAD,KLYP,SPA,2025-07-24,
