Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
93416,MAXCELUSS,BIO,CHILE,,,
93417,77.483.762-0,BRAVO,ALTO,SPA,2025-07-24,
93418,77.484.032-K,2025-07-24,,,,
93419,77.484.097-4,2025-07-24,,,,
VENTAS,MYR,SPA,,,,
93420,77.587.043-5,COMERCIAL,BUMO,SPA,2025-07-24,
GRUPO,ANVIL,SERVICIOS,,,,
93421,77.587.066-4,2025-07-24,,,,
93422,77.587.457-0,TELECOMUNICACIONES,Y,2025-07-24,,
SEGURIDAD,BRAFI,SPA,,,,
93423,77.588.014-7,CS,MEDICAL,SPA,2025-07-24,
93424,77.588.373-1,F&R,SPA,2025-07-24,,
93425,77.588.486-K,2025-07-24,,,,
93426,77.588.494-0,2025-07-24,,,,
EL,RINCON,C,&,V,SPA,
