Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
104929,CONSTRUCCIONES,LF,,,,
104930,77.457.946-K,CALATOR,EVENTOS,SPA,2025-07-24,
104931,77.459.381-0,THERMLAB,SPA,2025-07-24,,
104932,77.461.029-4,GASFITERÍA,JOELMY,2025-07-24,,
MANUEL,ZARA,PÉREZ,E.I.,,,
104933,77.465.106-3,LUMINICA,ESTUDIO,SPA,2025-07-24,
104934,77.465.266-3,INVERSIONES,J&S,SPA,2025-07-24,
104935,77.467.599-K,CLARA,SPA,2025-07-24,,
104936,77.468.141-8,XP,EVENTOS,SPA,2025-07-24,
104937,77.468.268-6,2025-07-24,,,,
SERVICIOS,E,INGENIERIA,,,,
104938,77.468.334-8,2025-07-24,,,,
104939,77.468.537-5,ESOTERIKA,SPA,2025-07-24,,
