Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
92.588.000-0,ECONSA,S,A,2025-07-24,,,
SANTILLANA,DEL,PACIFICO,,,,,
100670,93.183.000-7,2025-07-24,,,,,
Imprenta,A.Molina,Flores,S.,,,,
100671,93.408.000-9,2025-07-24,,,,,
3M,Chile,S.A.,-,Healthcare-,,,
100672,93.626.000-4,2025-07-24,,,,,
100673,93.641.000-6,2025-07-24,,,,,
CHILENA,S,A,C,,,,
100674,93.737.000-8,GTD,MANQUEHUE,S.A.,2025-07-24,,
AON,RISK,SERVICES,,,,,
100675,93.783.000-9,2025-07-24,,,,,
(CHILE),S,A,,,,,
COMERCIAL,EQUIPOS,Y,,,,,
100676,94.602.000-1,2025-07-24,,,,,
SERVICIOS,S,A,,,,,
100677,96.505.710-2,OPTIMISA,S,A,2025-07-24,,
MAPFRE,COMPANIA,DE,,,,,
100678,96.508.210-7,SEGUROS,GENERALES,DE,2025-07-24,,
CHILE,S,A,,,,,
100679,96.509.450-4,Copeval,Capacitación,2025-07-24,,,
100680,96.511.350-9,Hotelera,y,Turismo,S.,A.,2025-07-24
