Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
77.859.245-2,FRANCISCO,IBACACHE,2025-07-24,,,,
98123,77.859.782-9,SAN,MARTIN,Y,MUÑOZ,SPA,2025-07-24
98124,77.859.987-2,PBS,BOMBAS,SPA,2025-07-24,,
98125,77.860.381-0,2025-07-24,,,,,
98126,77.860.481-7,LEYMAT,Y,OTROS,2025-07-24,,
98127,78.203.868-0,NEXCORE,SPA,2025-07-24,,,
98128,78.204.098-7,VETRINTSI,SPA,2025-07-24,,,
SERVICIOS,DE,PUBLICIDAD,,,,,
98129,78.204.897-K,JONATAN,ALBERTO,2025-07-24,,,
SANDOVAL,GARCES,E.I.R.L.,,,,,
INGENIERÍA,SERVICIOS,Y,,,,,
98130,77.860.653-4,2025-07-24,,,,,
VENTAS,QUÍMICOS,SPA,,,,,
98131,78.208.889-0,VISUAL,STUDIO,SPA,2025-07-24,,
98132,77.861.048-5,VOREALIS,SPA,2025-07-24,,,
