Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.648.455-5,MANTENIMIENTO,Y,2025-07-24,,,
OBRAS,MENORES,SPA,,,,
76478,77.701.194-4,VALENZUELA,2025-07-24,,,
76479,77.683.294-4,FEDERICO,LITENSTEIN,2025-07-24,,
76480,76.601.368-6,MC,Ingeniería,SpA,2025-07-24,
76481,77.649.097-0,FDL,SPA,2025-07-24,,
76482,77.701.398-K,LA,DINASTIA,SPA,2025-07-24,
SOCIEDAD,DE,SERVICIOS,,,,
76483,76.602.759-8,MEDICOS,EMECAL,2025-07-24,,
76484,77.122.921-2,2025-07-24,,,,
76485,77.802.107-2,IH,PRODUCCIONES,SPA,2025-07-24,
76486,76.984.949-1,ISBELTA,VENEGAS,2025-07-24,,
