Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
77.490.658-4,SA,INVERSIONES,SPA,2025-07-24,
CHILE,FIESTA,EVENTOS,,,
72364,77.673.626-0,2025-07-24,,,
72365,77.428.853-8,C&F,SPA,2025-07-24,
PAMELA,FLORES,AVILA,,,
72366,77.390.837-0,2025-07-24,,,
EMPRESA,INDIVIDUAL,DE,,,
72367,77.506.544-3,SERATO,LIMITADA,2025-07-24,
72368,76.776.054-K,CERTIPRO,SPA,2025-07-24,
72369,77.389.614-3,FREDES,SOLAR,SPA,2025-07-24
72370,77.675.206-1,2025-07-24,,,
72371,77.970.534-K,DK,PRODUCCIONES,SPA,2025-07-24
72372,76.777.925-9,MASTER,SPA,2025-07-24,
72373,77.390.887-7,DE,CAPACITACIÓN,2025-07-24,
