Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
ODONTOLOGÍA,CATALINA,ANANIAS,,,,,
76.895.064-4,PEÑA,EMPRESA,INDIVIDUAL,DE,2025-07-24,,
58095,77.086.663-4,NEOCARGO,SPA,2025-07-24,,,
PRODUCCION,AUDIOVISUAL,ILUMINA,,,,,
58096,76.886.327-K,2025-07-24,,,,,
58097,78.918.290-6,CLINICA,DE,SALUD,INTEGRAL,S.A.,2025-07-24
SOCIEDAD,COMERCIAL,LA,CABANA,,,,
58098,76.800.317-3,2025-07-24,,,,,
58099,77.087.171-9,2025-07-24,,,,,
arquitectura,e,ingenieria,y,otra,,,
58100,76.469.516-K,2025-07-24,,,,,
58101,78.923.230-K,SANDIMAN,S,A,2025-07-24,,
58102,76.812.466-3,TECVALPO,SPA,2025-07-24,,,
COMERCIALIZADORA,Y,SERVICIOS,,,,,
58103,76.802.433-2,2025-07-24,,,,,
58104,76.469.596-8,Hytec,SpA,2025-07-24,,,
