Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
77697,CONSTRUCTORA,REGION,SUR,,,,
INMOBILIARIA,SAN,AGUSTIN,,,,,
77698,77.666.892-3,2025-07-24,,,,,
SOCIEDAD,RMM,ABOGADOS,,,,,
77699,77.665.523-6,2025-07-24,,,,,
SERVICIOS,DE,INGENIERIA,,,,,
77700,77.626.571-3,2025-07-24,,,,,
77701,77.667.525-3,TRANSPORTES,CORONA,SPA,2025-07-24,,
77702,77.747.731-5,SOCIEDAD,A,Y,B,LIMITADA,2025-07-24
77703,77.742.694-K,2025-07-24,,,,,
CONSTRUCCION,Y,ASESORIAS,,,,,
77704,77.841.256-K,DALCA,VALLE,SPA,2025-07-24,,
77705,76.676.359-6,ENRIQUE,SEREY,GONZÁLEZ,2025-07-24,,
77706,77.118.497-9,ARNALDO,GACITUA,GALARCE,2025-07-24,,
77707,78.794.060-9,MEGAMEDIA,RADIO,S.A.,2025-07-24,,
