Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
77.015.919-9,ENERGIAB,SPA,2025-07-24,,
86034,77.594.813-2,2025-07-24,,,
86035,78.030.663-7,OXYGRASS,SPA,2025-07-24,
ACQ2020,Y,COMPANIA,,,
86036,77.996.971-1,2025-07-24,,,
86037,77.595.586-4,GLORIA,SANTIAGO,SPA,2025-07-24
86038,78.112.516-4,CONSTRUCCIONES,SPA,2025-07-24,
H,R,A,INGENIEROS,,
86039,78.508.740-2,2025-07-24,,,
86040,78.106.313-4,INDIVIDUAL,DE,2025-07-24,
86041,78.112.812-0,BINAH,TRADING,SPA,2025-07-24
86042,78.030.673-4,DAM,SECURITY,SPA,2025-07-24
86043,77.997.638-6,2025-07-24,,,
