Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
SOC,COMERCIAL,Y,,,,
77.765.060-2,DISTRIBUIDORA,ROMAL,2025-07-24,,,
IGNEA,ASESORIAS,Y,,,,
94054,77.765.406-3,2025-07-24,,,,
94055,77.765.411-K,2025-07-24,,,,
AGRICOLA,LOS,QUEÑES,,,,
94056,77.766.155-8,2025-07-24,,,,
94057,77.766.302-K,AUTOMOTRICES,HJ,2025-07-24,,
94058,77.766.362-3,ELECTROMAT,SPA,2025-07-24,,
94059,77.767.081-6,TANKTRACKER,SPA,2025-07-24,,
MKD,SEGURIDAD,E,,,,
94060,77.767.331-9,2025-07-24,,,,
94061,77.767.451-K,2025-07-24,,,,
94062,77.767.476-5,SOCIEDAD,SCANPRO,SPA,2025-07-24,
