Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
96.723.130-4,Solnet,Spa,2025-07-24,,,
106953,96.732.630-5,2025-07-24,,,,
COMASCA,S,A,,,,
INMOBILIARIA,COSTA,DE,,,,
106954,96.751.380-6,2025-07-24,,,,
MONTEMAR,S,A,,,,
106955,96.756.170-3,2025-07-24,,,,
COMERCIAL,S,A,,,,
Hotel,Four,Points,By,,,
106956,96.768.160-1,2025-07-24,,,,
Datamine,Latin,America,S.,,,
106957,96.783.640-0,2025-07-24,,,,
106958,96.809.310-K,AGUAS,CORDILLERA,S,A,2025-07-24
ASISTENCIA,Y,GESTION,,,,
106959,96.810.060-2,2025-07-24,,,,
106960,96.816.640-9,NUCLEO,PAISAJISMO,S,A,2025-07-24
106961,96.827.610-7,GASTON,GUARDA,S,A,2025-07-24
106962,96.829.360-5,SOAINT,GESTION,S.A.,2025-07-24,
106963,96.830.710-K,A,IMPRESORES,S.A.,2025-07-24,
