Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
79.772.360-6,Ingenieria,de,Aceros,Ltda,2025-07-24,
LUIS,FELIPE,MARIN,Y,,,
106620,79.777.950-4,2025-07-24,,,,
106621,79.784.430-6,2025-07-24,,,,
CIA,DISTRIB,DE,,,,
106622,79.789.710-8,ELECTRONICA,Y,2025-07-24,,
106623,79.806.830-K,2025-07-24,,,,
106624,79.817.130-5,2025-07-24,,,,
106625,79.819.640-5,TOTAL,TRANSPORT,S,A,2025-07-24
106626,79.829.800-3,GEOLOGICOS,MINEROS,2025-07-24,,
106627,79.839.470-3,AGRO,PUELMA,LIMITADA,2025-07-24,
Sociedad,Díaz,y,Díaz,,,
106628,79.858.350-6,2025-07-24,,,,
INDELI,CONSTRUCCION,Y,,,,
106629,79.866.670-3,2025-07-24,,,,
